block_id,osm_id,amenity,geom,whk,cluster1,cluster2,Longitude,Latitude
22132,3442236077,restaurant,0101000020E610000031F70DF2F19A5EC0A577DBBBEFE04240,POINT(-122.42101718295886 37.757316095506475),2.0,,-122.42101718295886,37.757316095506475
22132,3443701422,bicycle_repair_station,0101000020E610000069CE88C2EF9A5EC03C85F109C2E04240,POINT(-122.42088378295888 37.75592159550658),2.0,,-122.42088378295888,37.75592159550658
22132,3881392635,restaurant,0101000020E610000031D34B7CF69A5EC0043D19ADE7E04240,POINT(-122.42129428295881 37.757070195506486),2.0,,-122.42129428295881,37.757070195506486
22132,4533350891,restaurant,0101000020E61000009A63EB09D39A5EC004C55716DAE04240,POINT(-122.41913078295912 37.75665549550652),2.0,,-122.41913078295912,37.75665549550652
22232,358803243,school,0101000020E610000032E58DCDE09A5EC0BA86487298E04240,POINT(-122.419970882959 37.75465229550669),2.0,,-122.419970882959,37.75465229550669
22232,358857204,college,0101000020E610000048C89B47E19A5EC0349700D7A3E04240,POINT(-122.41999998295898 37.754999995506665),2.0,,-122.41999998295898,37.754999995506665
22232,420515721,bank,0101000020E61000005832AB67C99A5EC0569034EEB6E04240,POINT(-122.41854278295921 37.755582595506596),2.0,,-122.41854278295921,37.755582595506596
22232,1839527427,fast_food,0101000020E610000021CF0C77DB9A5EC0B271DCA9B3E04240,POINT(-122.41964508295906 37.7554828955066),2.0,,-122.41964508295906,37.7554828955066
22232,1839527429,bar,0101000020E6100000ACD82CE2D79A5EC00098DED9ACE04240,POINT(-122.41942648295907 37.755274995506625),2.0,,-122.41942648295907,37.755274995506625
22232,2069126134,post_box,0101000020E61000003819009AC99A5EC06B1B03D7B4E04240,POINT(-122.41855478295918 37.75551879550661),2.0,,-122.41855478295918,37.75551879550661
22232,2069159603,restaurant,0101000020E610000052A9FB4BEE9A5EC023327AA4AAE04240,POINT(-122.42079448295888 37.75520759550661),2.0,,-122.42079448295888,37.75520759550661
22232,2338837948,restaurant,0101000020E6100000A296EC23D39A5EC0D85ED35ED2E04240,POINT(-122.41913698295915 37.75641999550652),2.0,,-122.41913698295915,37.75641999550652
22232,3202518738,restaurant,0101000020E610000061B911ABEC9A5EC0DD235841ABE04240,POINT(-122.42069508295891 37.755226295506624),2.0,,-122.42069508295891,37.755226295506624
22232,3443701422,bicycle_repair_station,0101000020E610000069CE88C2EF9A5EC03C85F109C2E04240,POINT(-122.42088378295888 37.75592159550658),2.0,,-122.42088378295888,37.75592159550658
22232,3740699568,restaurant,0101000020E61000009CAA644BF29A5EC0AC61493992E04240,POINT(-122.42103848295886 37.75446239550669),2.0,,-122.42103848295886,37.75446239550669
22232,3740699571,restaurant,0101000020E6100000DB0C20C7F29A5EC0F96169BB97E04240,POINT(-122.42106798295883 37.75463049550667),2.0,,-122.42106798295883,37.75463049550667
22232,3740699576,restaurant,0101000020E6100000E67222FBF29A5EC0C75B93499BE04240,POINT(-122.42108038295882 37.75473899550666),2.0,,-122.42108038295882,37.75473899550666
22232,3740699577,restaurant,0101000020E610000031509600F39A5EC0C641EEFD9BE04240,POINT(-122.42108168295887 37.75476049550666),2.0,,-122.42108168295887,37.75476049550666
22232,3740701751,theatre,0101000020E6100000527F0163F49A5EC0F2474181BBE04240,POINT(-122.42116618295884 37.75572219550658),2.0,,-122.42116618295884,37.75572219550658
22232,4467802664,bar,0101000020E6100000FDBECF4DC89A5EC019B08AB7C8E04240,POINT(-122.41847558295918 37.756125395506565),2.0,,-122.41847558295918,37.756125395506565
22232,4548821688,atm,0101000020E6100000C472D466C99A5EC010E3F244AFE04240,POINT(-122.41854258295922 37.75534879550662),2.0,,-122.41854258295922,37.75534879550662
22232,4548821700,bar,0101000020E6100000A5849F83CA9A5EC0381D5DDBC4E04240,POINT(-122.41861048295921 37.75600759550656),2.0,,-122.41861048295921,37.75600759550656
22232,5274208225,fast_food,0101000020E6100000E3345531E79A5EC025EAC234ABE04240,POINT(-122.42036088295895 37.75522479550663),2.0,,-122.42036088295895,37.75522479550663
22232,5419596619,bicycle_parking,0101000020E61000002E54AE3BF99A5EC041813488AEE04240,POINT(-122.42146198295879 37.75532629550663),2.0,,-122.42146198295879,37.75532629550663
