"cwithid","timestamp","blocks","price_rate","total_spots","occupied"
2,"2011-04-04 05:00:00","{10302,10302,10203,10402,10402,10202,10203}",0.00,8.43,49.18
2,"2011-04-04 06:00:00","{10402,10403,10403,10403,10403,10202,10203,10402,10203,10702,10702,10302,10302}",0.00,10.69,53.14
2,"2011-04-04 07:00:00","{10302,10302,10402,10203,10402,10403,10403,10403,10403,10202,10203}",0.00,10.82,53.04
2,"2011-04-04 08:00:00","{10403,10403,10202,10402,10402,10203,10203,10403,10403,10302,10302,10702,10702}",0.00,10.69,41.80
2,"2011-04-04 09:00:00","{10203,10203,10202,10403,10403,10402,10402,10403,10403,10302,10302}",0.36,10.82,40.16
2,"2011-04-04 10:00:00","{10302,10302,10702,10702,10403,10202,10203,10203,10402,10402,10403,10403,10403}",0.31,10.69,41.70
2,"2011-04-04 11:00:00","{10403,10403,10403,10403,10203,10203,10402,10402,10202,10302,10302}",0.36,10.82,47.04
2,"2011-04-04 12:00:00","{10302,10302,10402,10203,10203,10202,10402,10702,10702}",0.44,8.78,75.22
2,"2011-04-04 13:00:00","{10302,10302,10203,10202,10203,10402,10402}",0.57,8.43,58.79
2,"2011-04-04 14:00:00","{10202,10203,10203,10402,10402,10302,10302}",0.57,8.43,36.43
2,"2011-04-04 15:00:00","{10302,10302,10202,10403,10403,10402,10402,10403,10403,10203,10203}",0.36,10.82,43.67
2,"2011-04-04 16:00:00","{10403,10402,10402,10202,10203,10203,10403,10403,10403,10702,10702,10302,10302}",0.31,10.69,61.60
2,"2011-04-04 17:00:00","{10302,10302,10402,10403,10203,10403,10403,10203,10202,10403,10402,10702,10702}",0.31,10.69,69.22
2,"2011-04-04 18:00:00","{10702,10702,10302,10302,10403,10403,10403,10203,10203,10403,10202,10402,10402}",0.00,10.69,77.81
2,"2011-04-04 19:00:00","{10203,10402,10402,10202,10203,10302,10302}",0.00,8.43,80.32
2,"2011-04-04 20:00:00","{10302,10302,10203,10203,10403,10403,10403,10403,10402,10402,10202}",0.00,10.82,87.53
2,"2011-04-04 21:00:00","{10202,10402,10402,10203,10203,10302,10302}",0.00,8.43,82.82
2,"2011-04-04 22:00:00","{10302,10302,10702,10702,10403,10403,10403,10403,10402,10402,10202,10203,10203}",0.00,10.69,81.08
2,"2011-04-04 23:00:00","{10402,10403,10203,10403,10402,10403,10403,10202,10203,10302,10302,10702,10702}",0.00,10.69,71.87
2,"2011-04-05 00:00:00","{10203,10402,10202,10403,10203,10403,10403,10403,10402,10302,10302}",0.00,10.82,63.35
2,"2011-04-05 01:00:00","{10302,10302,10702,10702,10403,10202,10203,10203,10403,10403,10403,10402,10402}",0.00,10.69,58.83
2,"2011-04-05 02:00:00","{10402,10402,10202,10203,10203,10302,10302}",0.00,8.43,67.03
2,"2011-04-05 03:00:00","{10302,10302,10403,10202,10402,10203,10402,10203,10403,10403,10403,10702,10702}",0.00,10.69,57.84
2,"2011-04-05 04:00:00","{10702,10702,10402,10403,10203,10203,10403,10402,10403,10202,10403}",0.00,11.55,56.24
2,"2011-04-05 05:00:00","{10403,10402,10402,10403,10202,10203,10203,10403,10403,10302,10303,10303,10302,10702,10702}",0.00,10.47,57.59
2,"2011-04-05 06:00:00","{10203,10402,10402,10203,10202,10302,10303,10303,10302}",0.00,8.56,68.02
2,"2011-04-05 07:00:00","{10303,10302,10302,10303,10702,10702,10203,10202,10403,10403,10402,10402,10203,10403,10403}",0.00,10.47,69.39
2,"2011-04-05 08:00:00","{10203,10203,10202,10402,10402,10302,10303,10303,10302,10702,10702}",0.00,8.82,54.91
2,"2011-04-05 09:00:00","{10702,10702,10203,10402,10402,10202,10203,10303,10302,10302,10303}",0.36,8.82,42.08
2,"2011-04-05 10:00:00","{10303,10303,10302,10302,10702,10702,10403,10403,10403,10403,10402,10402,10203,10203,10202}",0.27,10.47,44.07
2,"2011-04-05 11:00:00","{10403,10403,10403,10403,10402,10402,10203,10203,10202,10303,10303}",0.36,11.36,66.04
2,"2011-04-05 12:00:00","{10303,10302,10302,10303,10202,10403,10403,10203,10403,10403,10402,10203,10402,10702,10702}",0.27,10.47,77.69
2,"2011-04-05 13:00:00","{10302,10302,10303,10303,10202,10403,10403,10402,10402,10403,10403,10203,10203}",0.31,10.54,68.24
2,"2011-04-05 14:00:00","{10403,10403,10402,10402,10403,10403,10203,10202,10203,10302,10302}",0.36,10.82,60.38
2,"2011-04-05 15:00:00","{10303,10302,10302,10303,10402,10403,10403,10402,10403,10403,10202,10203,10203}",0.31,10.54,62.96
2,"2011-04-05 16:00:00","{10202,10203,10402,10203,10402,10702,10702,10303,10302,10302,10303}",0.36,8.82,62.73
2,"2011-04-05 17:00:00","{10302,10302,10203,10203,10202}",0.80,6.60,60.75
2,"2011-04-05 18:00:00","{10203,10402,10203,10402,10303,10303,10702,10702}",0.00,10.50,83.93
2,"2011-04-05 19:00:00","{10702,10702,10403,10403,10403,10403,10302,10302}",0.00,11.50,89.27
2,"2011-04-05 20:00:00","{10302,10303,10303,10302,10702,10702,10203,10402,10402,10403,10203,10403,10403,10403}",0.00,11.14,84.11
2,"2011-04-05 21:00:00","{10403,10403,10403,10402,10402,10202,10403,10302,10302}",0.00,11.00,86.07
2,"2011-04-05 22:00:00","{10203,10402,10402,10202,10203}",0.00,9.40,75.70
2,"2011-04-05 23:00:00","{10402,10402,10302,10303,10303,10302,10702,10702}",0.00,9.50,62.81
2,"2011-04-06 00:00:00","{10403,10402,10402,10203,10203,10202,10403,10403,10403,10303,10303}",0.00,11.36,66.15
2,"2011-04-06 01:00:00","{10302,10302,10702,10702,10402,10203,10203,10402}",0.00,9.75,59.01
2,"2011-04-06 02:00:00","{10402,10402,10203,10203,10303,10302,10302,10303,10702,10702}",0.00,9.60,54.53
2,"2011-04-06 03:00:00","{10702,10702,10203,10203,10403,10403,10403,10403,10402,10402,10303,10303,10302,10302}",0.00,11.14,56.09
2,"2011-04-06 04:00:00","{10302,10303,10302,10303,10702,10702,10403,10403,10203,10203,10403,10202,10403}",0.00,10.08,57.28
2,"2011-04-06 05:00:00","{10402,10403,10403,10402,10403,10403,10203,10203,10302,10302,10303,10303,10702,10702}",0.00,11.14,56.52
2,"2011-04-06 06:00:00","{10203,10203,10202,10402,10402,10302,10302}",0.00,8.43,58.50
2,"2011-04-06 07:00:00","{10303,10303,10702,10702,10203,10203}",0.00,9.67,48.27
2,"2011-04-06 08:00:00","{10203,10402,10202,10403,10403,10403,10402,10403,10203,10303,10302,10303,10302}",0.00,10.54,48.64
2,"2011-04-06 09:00:00","{10303,10302,10302,10303,10202,10403,10403,10403,10403,10203,10203}",0.36,10.09,48.27
2,"2011-04-06 10:00:00","{10203,10203,10303,10303,10302,10302,10702,10702}",0.50,8.75,54.31
2,"2011-04-06 11:00:00","{10202,10403,10403,10403,10203,10403,10203,10402,10402,10303,10303,10302,10302}",0.31,10.54,60.99
2,"2011-04-06 12:00:00","{10302,10303,10303,10302,10702,10702,10403,10403,10202,10403,10403,10203,10203}",0.31,10.08,73.15
2,"2011-04-06 13:00:00","{10203,10202,10203,10303,10303,10702,10702}",0.57,8.43,53.31
2,"2011-04-06 14:00:00","{10402,10203,10203,10402,10303,10302,10302,10303}",0.50,9.50,49.12
2,"2011-04-06 15:00:00","{10302,10303,10303,10302,10702,10702,10203,10402,10402,10203,10202}",0.36,8.82,48.77
2,"2011-04-06 16:00:00","{10203,10203,10403,10403,10403,10403,10402,10402,10303,10302,10302,10303}",0.33,11.33,57.68
2,"2011-04-06 17:00:00","{10302,10303,10302,10303,10203,10203,10202,10702,10702}",0.44,7.89,75.61
2,"2011-04-06 18:00:00","{10302,10303,10303,10302,10202,10403,10403,10403,10403,10402,10402,10203,10203}",0.00,10.54,92.22
2,"2011-04-06 19:00:00","{10202,10402,10403,10403,10403,10403,10402,10302,10303,10303,10302}",0.00,10.64,91.84
2,"2011-04-06 20:00:00","{10302,10302,10303,10303,10403,10403,10403,10203,10203,10202,10403}",0.00,10.09,95.29
2,"2011-04-06 21:00:00","{10403,10402,10403,10202,10402,10403,10203,10203,10403,10702,10702,10302,10302}",0.00,10.69,85.38
2,"2011-04-06 22:00:00","{10302,10302,10303,10303,10403,10202,10402,10402,10203,10203,10403,10403,10403,10702,10702}",0.00,10.47,76.68
2,"2011-04-06 23:00:00","{10702,10702,10302,10302,10402,10202,10203,10203,10402}",0.00,8.78,60.94
2,"2011-04-07 00:00:00","{10402,10403,10403,10402,10403,10403,10203,10203,10302,10303,10303,10302}",0.00,11.33,68.22
2,"2011-04-07 01:00:00","{10303,10303,10302,10302,10702,10702,10403,10203,10203,10403,10403,10403}",0.00,10.83,69.72
2,"2011-04-07 02:00:00","{10403,10203,10203,10402,10402,10403,10403,10403,10302,10302,10303,10303,10702,10702}",0.00,11.14,57.60
2,"2011-04-07 03:00:00","{10202,10402,10402,10203,10203,10303,10303}",0.00,9.29,68.06
2,"2011-04-07 04:00:00","{10302,10303,10303,10302,10702,10702,10403,10203,10203,10403,10403,10403}",0.00,10.83,57.41
2,"2011-04-07 05:00:00","{10203,10403,10403,10402,10402,10403,10403,10203,10303,10303,10302,10302,10702,10702}",0.00,11.14,57.90
2,"2011-04-07 06:00:00","{10402,10203,10203,10402,10303,10303}",0.00,10.67,59.68
2,"2011-04-07 07:00:00","{10303,10303,10302,10302,10702,10702,10203,10203,10403,10403,10403,10402,10402,10403}",0.00,11.14,58.94
2,"2011-04-07 08:00:00","{10203,10203,10202,10302,10302,10702,10702}",0.00,7.57,56.51
2,"2011-04-07 09:00:00","{10403,10403,10403,10403,10203,10203,10202,10302,10302}",0.44,10.33,38.64
2,"2011-04-07 10:00:00","{10302,10302,10303,10303,10402,10402,10202,10203,10203}",0.44,8.56,59.08
2,"2011-04-07 11:00:00","{10403,10402,10402,10203,10203,10403,10403,10403,10302,10302,10303,10303}",0.33,11.33,55.70
2,"2011-04-07 12:00:00","{10303,10303,10202,10203,10402,10203,10402}",0.57,9.29,62.14
2,"2011-04-07 13:00:00","{10203,10203,10702,10702,10302,10302}",0.67,8.67,69.17
2,"2011-04-07 14:00:00","{10303,10302,10302,10303,10403,10203,10202,10203,10403,10403,10403}",0.36,10.09,56.08
2,"2011-04-07 15:00:00","{10203,10203,10402,10202,10403,10403,10403,10403,10402,10302,10303,10303,10302}",0.31,10.54,53.67
2,"2011-04-07 16:00:00","{10203,10402,10202,10402,10203}",0.80,9.40,59.54
2,"2011-04-07 17:00:00","{10402,10203,10203,10402,10303,10302,10302,10303}",0.50,9.50,84.94
2,"2011-04-07 18:00:00","{10303,10303,10203,10403,10403,10403,10403,10202,10203,10702,10702}",0.00,10.82,88.76
2,"2011-04-07 19:00:00","{10303,10302,10302,10303,10403,10203,10403,10403,10403,10203,10202}",0.00,10.09,92.23
2,"2011-04-07 20:00:00","{10203,10202,10203,10302,10303,10303,10302}",0.00,7.29,86.51
2,"2011-04-07 21:00:00","{10203,10402,10403,10403,10403,10403,10402,10203}",0.00,13.25,94.26
2,"2011-04-07 22:00:00","{10202,10203,10203,10702,10702,10303,10302,10303,10302}",0.00,7.89,85.60
2,"2011-04-07 23:00:00","{10303,10303,10302,10302,10403,10203,10202,10403,10403,10403,10203,10702,10702}",0.00,10.08,75.97
2,"2011-04-08 00:00:00","{10702,10702,10303,10302,10302,10303,10402,10203,10203,10402}",0.00,9.60,71.18
2,"2011-04-08 01:00:00","{10202,10403,10203,10203,10403,10402,10402,10403,10403,10702,10702,10302,10303,10303,10302}",0.00,10.47,74.24
2,"2011-04-08 02:00:00","{10303,10303,10302,10302,10202,10402,10203,10203,10402,10702,10702}",0.00,8.82,59.91
2,"2011-04-08 03:00:00","{10702,10702,10302,10302,10303,10303,10202,10203,10203}",0.00,7.89,60.94
2,"2011-04-08 04:00:00","{10203,10202,10402,10402,10203,10702,10702,10303,10303}",0.00,9.44,61.48
2,"2011-04-08 05:00:00","{10303,10302,10302,10303,10402,10403,10403,10403,10202,10403,10402}",0.00,10.64,43.82
2,"2011-04-08 06:00:00","{10402,10202,10402,10303,10303,10302,10302}",0.00,8.14,49.94
2,"2011-04-08 07:00:00","{10303,10302,10303,10302,10403,10202,10402,10402,10403,10403,10403,10203,10203}",0.00,10.54,54.99
2,"2011-04-08 08:00:00","{10303,10303,10302,10302,10702,10702}",0.00,8.33,62.23
2,"2011-04-08 09:00:00","{10702,10702,10203,10203,10202,10403,10403,10403,10403,10302,10302,10303,10303}",0.31,10.08,45.31
2,"2011-04-08 10:00:00","{10302,10302,10303,10303}",0.00,7.50,33.82
2,"2011-04-08 11:00:00","{10303,10303,10702,10702,10202}",0.00,7.80,77.91
2,"2011-04-08 12:00:00","{10402,10402,10403,10202,10403,10403,10403,10302,10302,10303,10303,10702,10702}",0.00,10.54,90.76
2,"2011-04-08 13:00:00","{10403,10202,10403,10403,10403,10203,10203,10303,10303}",0.44,11.00,91.23
2,"2011-04-08 14:00:00","{10302,10302,10303,10303,10702,10702,10402,10403,10403,10403,10403,10402,10203,10203}",0.29,11.14,81.09
2,"2011-04-08 15:00:00","{10402,10402,10303,10303,10702,10702}",0.00,10.67,80.98
2,"2011-04-08 16:00:00","{10702,10702,10203,10403,10403,10403,10403,10203,10402,10402,10302,10302}",0.33,11.50,62.80
2,"2011-04-08 17:00:00","{10303,10302,10302,10303,10402,10203,10402,10203}",0.50,9.50,70.56
2,"2011-04-08 18:00:00","{10202,10403,10402,10402,10403,10403,10403,10702,10702,10303,10303}",0.00,11.36,78.63
2,"2011-04-08 19:00:00","{10303,10303,10203,10403,10203,10403,10403,10402,10402,10202,10403}",0.00,11.36,88.22
2,"2011-04-08 20:00:00","{10302,10303,10303,10302,10702,10702}",0.00,8.33,86.84
2,"2011-04-08 21:00:00","{10702,10702,10203,10203,10403,10403,10403,10202,10403,10302,10302,10303,10303}",0.00,10.08,86.15
2,"2011-04-08 22:00:00","{10302,10302,10202,10203,10402,10402,10203}",0.00,8.43,81.79
2,"2011-04-08 23:00:00","{10403,10403,10403,10403,10402,10402,10303,10303}",0.00,13.00,86.38
2,"2011-04-09 00:00:00","{10303,10302,10302,10303,10203,10202,10403,10403,10403,10403,10203}",0.00,10.09,73.88
2,"2011-04-09 01:00:00","{10203,10402,10203,10402,10303,10303}",0.00,10.67,61.51
2,"2011-04-09 02:00:00","{10702,10702,10203,10403,10403,10403,10403,10402,10203,10402}",0.00,12.60,40.97
2,"2011-04-09 03:00:00","{10402,10402,10202,10203,10203,10303,10303,10302,10302,10702,10702}",0.00,8.82,44.40
2,"2011-04-09 04:00:00","{10402,10403,10403,10403,10403,10202,10402,10303,10303}",0.00,11.67,42.34
2,"2011-04-09 05:00:00","{10303,10303,10403,10403,10403,10403,10402,10402,10202}",0.00,11.67,47.26
2,"2011-04-09 06:00:00","{10403,10203,10203,10402,10402,10403,10403,10403,10702,10702,10303,10303}",0.00,12.00,35.85
2,"2011-04-09 07:00:00","{10402,10402,10403,10403,10403,10403}",0.00,14.33,42.62
2,"2011-04-09 08:00:00","{10403,10403,10203,10203,10403,10202,10403,10303,10303,10702,10702}",0.00,10.82,47.12
2,"2011-04-09 09:00:00","{10203,10203,10302,10303,10303,10302}",0.67,8.33,54.00
2,"2011-04-09 10:00:00","{10702,10702,10402,10402,10202}",0.00,9.40,75.95
2,"2011-04-09 11:00:00","{10202,10402,10402,10303,10302,10302,10303,10702,10702}",0.00,8.56,78.62
2,"2011-04-09 12:00:00","{10702,10702,10402,10203,10402,10203,10303,10303}",0.50,10.50,85.45
2,"2011-04-09 13:00:00","{10303,10303,10702,10702,10402,10402,10203,10203}",0.50,10.50,83.08
2,"2011-04-09 14:00:00","{10203,10203,10402,10402,10202,10302,10302}",0.57,8.43,84.99
2,"2011-04-09 15:00:00","{10303,10302,10303,10302,10203,10203,10702,10702}",0.50,8.75,75.09
2,"2011-04-09 16:00:00","{10702,10702,10303,10303,10403,10403,10403,10403}",0.00,12.25,82.57
2,"2011-04-09 17:00:00","{10403,10403,10203,10203,10403,10403,10702,10702,10303,10303}",0.40,11.80,78.74
2,"2011-04-09 18:00:00","{10303,10303,10403,10402,10402,10202,10403,10403,10403,10203,10203}",0.00,11.36,85.69
2,"2011-04-09 19:00:00","{10403,10403,10403,10403,10402,10402,10302,10302,10303,10303}",0.00,11.60,89.41
2,"2011-04-09 20:00:00","{10402,10402,10702,10702}",0.00,11.50,86.97
2,"2011-04-09 21:00:00","{10702,10702,10302,10302,10402,10203,10203,10202,10402}",0.00,8.78,95.56
2,"2011-04-09 22:00:00","{10403,10402,10203,10403,10403,10402,10203,10403,10702,10702,10302,10302}",0.00,11.50,90.19
2,"2011-04-09 23:00:00","{10702,10702}",0.00,10.00,96.67
2,"2011-04-10 00:00:00","{10702,10702,10402,10403,10403,10403,10203,10403,10203,10402,10302,10302}",0.00,11.50,91.24
2,"2011-04-10 01:00:00","{10302,10303,10303,10302,10203,10403,10403,10403,10403,10202,10402,10402,10203}",0.00,10.54,78.63
2,"2011-04-10 02:00:00","{10402,10402}",0.00,13.00,83.88
2,"2011-04-10 03:00:00","{10202,10203,10203,10702,10702,10303,10303}",0.00,8.43,50.41
2,"2011-04-10 04:00:00","{10303,10302,10303,10302,10403,10402,10402,10403,10403,10403}",0.00,11.60,53.70
2,"2011-04-10 05:00:00","{10202,10403,10403,10403,10403}",0.00,12.20,63.74
2,"2011-04-10 06:00:00","{10402,10203,10202,10402,10203,10302,10303,10303,10302}",0.00,8.56,57.98
2,"2011-04-10 07:00:00","{10303,10303,10302,10302,10203,10203,10402,10402}",0.00,9.50,62.26
2,"2011-04-10 08:00:00","{10203,10202,10203,10303,10303,10702,10702}",0.00,8.43,63.69
2,"2011-04-10 09:00:00","{10403,10202,10403,10403,10403,10302,10302}",0.00,10.43,65.91
2,"2011-04-10 10:00:00","{10302,10302,10702,10702,10202,10402,10402}",0.00,8.43,85.80
2,"2011-04-10 11:00:00","{10403,10403,10402,10403,10403,10402,10203,10203,10302,10302,10303,10303,10702,10702}",0.00,11.14,94.38
2,"2011-04-10 12:00:00","{10403,10203,10203,10403,10403,10403,10303,10303}",0.00,12.25,94.19
2,"2011-04-10 13:00:00","{10302,10302,10702,10702,10202,10203,10203}",0.00,7.57,90.96
2,"2011-04-10 14:00:00","{10403,10202,10403,10403,10403,10203,10203,10302,10302,10702,10702}",0.00,10.27,95.26
2,"2011-04-10 15:00:00","{10702,10702,10402,10402,10203,10203}",0.00,11.00,94.57
2,"2011-04-10 16:00:00","{10202,10403,10403,10402,10402,10403,10403,10702,10702,10302,10302}",0.00,10.82,93.11
